y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
1800,63,90,43,89,89,28,91,53,2,93,90,36,70,53,54,9,18,89,85,64,24,12,69,32,54,8,98,40,93,14,48,50,9,36,63,55,1,67,8,88,13,100,93,76,24,35,12,17,92,2,12,14,65,83,57,27,30,78,48,42,34,100,13,32,69,11,93,33,0,71,14,10,74,31,8,15,97,26,25,68,61,40,17,19,2,31,91,55,21,41,10,9,92,55,10,3,97,35,21,43
2004,68,36,95,71,30,26,66,51,22,31,72,57,72,58,12,47,42,77,95,80,70,95,32,47,8,88,38,38,85,38,54,40,62,100,87,57,27,85,36,1,26,13,57,71,51,77,45,66,42,72,88,42,25,67,69,14,70,28,41,34,88,25,51,8,45,2,39,23,96,71,11,73,74,34,62,1,54,41,12,7,98,67,86,79,39,30,35,69,55,59,64,12,77,95,87,91,16,84,60,53
2126,95,47,47,10,29,13,51,32,66,96,75,0,46,75,45,42,95,8,97,95,68,90,47,53,81,21,30,83,84,78,62,52,18,65,78,52,19,76,46,63,79,85,71,61,77,93,36,64,9,2,45,3,70,20,44,19,13,4,11,23,46,50,51,98,98,56,66,22,64,53,68,75,19,63,16,77,82,44,57,27,27,83,79,91,56,88,43,11,65,47,55,78,41,23,88,23,90,59,14,53
2557,15,15,59,28,62,91,35,19,36,9,62,19,68,70,100,66,19,32,67,10,72,94,77,88,36,86,77,88,84,41,64,29,28,49,13,98,66,44,8,42,40,74,91,85,40,60,79,69,6,98,78,75,21,73,30,51,51,68,82,5,23,100,33,88,25,76,17,72,93,10,74,4,78,1,62,50,100,61,39,26,4,75,97,9,42,71,49,79,61,17,100,66,13,33,94,80,42,8,68,69
2118,62,17,92,45,48,10,87,14,58,16,5,44,39,100,23,34,49,40,25,34,16,89,16,52,61,53,12,100,25,91,26,25,6,86,40,77,16,100,36,10,82,85,64,70,72,74,45,85,48,7,76,33,71,28,44,64,82,2,60,54,51,53,98,14,1,66,81,99,99,12,86,93,53,93,100,16,37,61,54,36,63,24,75,46,48,80,9,65,34,95,44,39,72,63,83,18,62,93,31,6
1838,79,22,93,9,53,10,39,60,43,100,19,58,74,46,8,48,2,17,14,12,12,14,38,90,77,28,14,54,91,60,50,44,69,65,13,26,71,3,55,59,33,29,94,52,42,98,28,95,19,6,6,79,88,32,79,63,22,93,43,42,6,36,39,3,21,53,3,73,33,68,69,86,25,52,41,84,70,50,2,58,35,28,60,68,12,76,47,93,80,67,88,76,89,13,51,63,62,84,37,42
2008,67,28,59,22,15,15,65,18,69,12,14,19,32,12,15,44,40,84,87,71,99,73,49,55,7,33,65,64,12,53,77,85,89,20,55,59,49,71,6,8,34,32,49,94,45,95,88,46,29,1,71,12,75,86,14,97,90,84,19,4,52,0,99,2,54,31,92,12,47,47,11,13,86,21,45,8,6,22,96,64,59,73,3,81,47,58,4,88,48,65,90,36,0,13,34,53,59,74,97,20
1642,75,58,19,10,51,8,97,1,89,99,59,44,17,89,7,5,62,89,47,72,67,3,31,79,46,75,29,67,6,4,67,45,32,23,96,68,31,41,88,80,16,17,88,49,30,50,4,59,73,94,98,87,81,41,33,67,76,19,5,59,6,40,22,17,7,59,32,6,23,50,48,4,22,80,10,56,34,35,30,83,65,32,78,5,33,77,83,14,16,7,10,11,18,64,10,70,93,7,97,91
1834,80,74,42,44,28,38,94,47,81,90,79,14,21,53,83,26,47,78,95,9,35,37,100,0,94,24,23,75,9,29,83,82,41,41,0,59,10,34,37,12,74,73,87,98,96,37,96,29,53,94,0,94,18,16,43,71,39,7,42,56,81,65,49,24,90,78,61,53,75,20,49,34,22,88,76,62,45,16,66,42,96,77,91,79,3,68,92,73,61,66,32,79,91,87,47,64,96,46,75,20
2069,59,46,15,23,31,18,76,54,78,6,73,57,31,56,90,6,11,87,49,50,39,35,53,64,66,14,3,81,99,92,30,23,3,91,68,54,80,4,47,8,0,42,49,2,68,9,87,24,14,80,43,4,42,79,90,25,7,39,85,100,85,37,51,35,85,12,9,62,87,0,8,59,51,36,83,93,83,25,78,81,24,47,31,82,50,7,64,8,16,93,22,14,6,68,95,16,69,46,94,82
1845,78,23,86,65,84,11,67,89,100,44,30,16,68,57,57,33,71,97,47,93,27,12,4,88,28,96,51,37,78,0,1,34,37,67,14,20,75,77,64,43,31,57,79,13,48,29,77,84,67,45,94,18,95,29,67,5,13,49,12,19,86,80,16,2,87,91,50,84,93,13,35,32,91,52,5,11,82,92,60,44,48,40,94,81,93,30,62,39,28,63,29,55,65,0,87,20,45,68,14,99
2161,35,100,53,40,33,77,75,100,65,93,26,31,86,93,59,34,54,98,52,38,26,89,36,51,86,25,87,92,43,49,97,26,49,69,41,8,96,98,76,74,5,4,0,0,95,80,54,97,65,22,14,35,4,42,33,56,68,17,55,73,70,64,91,59,8,29,98,43,74,60,53,18,45,21,33,56,51,5,5,23,15,76,18,43,63,73,62,15,99,37,54,48,22,46,50,81,49,93,68,38
2441,50,9,32,42,16,41,46,53,86,88,25,67,14,91,15,28,30,84,1,51,77,88,92,2,81,47,60,64,100,90,27,8,44,74,62,53,87,66,3,52,44,8,68,100,16,61,82,69,89,29,53,11,13,72,75,73,5,82,6,49,30,95,22,43,93,57,46,53,67,94,8,96,12,50,81,16,51,95,12,38,4,6,2,61,54,39,89,32,73,40,93,32,57,29,90,57,23,25,72,89
2310,89,46,30,59,66,12,1,48,99,7,23,13,65,13,8,13,81,7,68,39,38,79,61,98,11,89,96,49,44,67,53,2,89,39,24,12,83,21,35,9,54,12,45,54,0,58,44,69,69,79,85,88,28,39,64,96,89,6,64,86,12,37,35,11,76,21,73,35,38,63,96,90,69,40,54,90,7,59,15,41,58,65,0,70,73,97,81,8,58,66,63,76,91,65,87,58,0,58,81,8
1840,17,77,7,25,61,78,63,88,3,50,81,65,57,62,22,45,22,32,40,55,56,65,78,45,26,2,62,1,41,68,52,8,13,63,46,25,10,73,44,98,18,30,8,98,2,97,0,41,78,95,97,8,73,53,9,91,24,76,22,99,1,66,59,12,76,29,11,31,43,72,31,52,52,82,83,9,64,91,25,9,24,5,88,2,27,43,87,40,30,45,24,15,46,34,64,98,67,58,35,11
2270,49,13,60,93,1,96,64,29,64,36,98,84,24,38,89,77,10,42,20,60,27,22,82,27,65,7,74,72,87,81,85,15,88,0,5,61,86,23,85,87,17,13,95,12,78,2,15,93,13,8,45,89,38,87,57,80,75,53,42,32,42,62,16,67,20,83,7,100,96,91,100,26,48,51,56,82,15,96,4,27,8,17,40,20,20,38,13,33,30,68,22,97,22,2,100,50,100,58,97,51
1923,80,27,33,29,70,24,88,11,31,93,68,55,8,87,62,20,88,42,84,100,20,53,86,13,82,57,51,80,74,92,87,28,73,89,7,0,9,23,40,3,29,34,40,99,4,48,49,94,17,59,11,33,6,73,53,11,67,2,57,51,49,30,20,16,6,10,80,37,24,71,67,95,34,76,93,59,24,85,56,0,63,55,48,97,61,79,53,43,89,34,44,85,46,100,48,56,32,77,25,58
2410,46,61,70,49,19,36,83,90,82,52,31,60,75,40,49,18,4,57,97,37,80,84,68,100,98,31,32,48,82,75,26,18,70,60,55,40,64,14,36,38,22,51,61,11,26,6,58,21,23,57,92,4,70,58,12,97,10,50,54,3,24,77,77,100,11,50,34,74,35,82,63,39,10,25,76,86,56,95,74,49,41,89,33,99,57,47,81,28,51,26,70,28,52,29,52,46,4,37,21,85
1948,6,69,75,98,26,90,94,17,18,77,42,9,1,5,39,94,7,21,19,30,36,28,44,75,37,24,85,41,38,56,95,100,63,54,1,35,98,69,62,68,18,87,85,83,40,93,87,92,87,85,31,14,75,59,84,30,54,73,65,0,58,55,2,88,64,77,54,28,40,69,12,3,85,97,70,43,26,42,11,80,2,54,18,89,18,63,49,26,29,30,59,92,58,57,95,65,15,30,84,76
2053,32,98,1,98,54,7,44,47,48,81,31,6,25,86,32,82,27,29,15,23,56,39,39,13,25,85,8,36,59,57,13,95,30,60,46,12,93,45,73,72,83,15,56,72,68,52,61,7,72,22,81,85,54,99,15,46,2,67,27,66,87,97,93,12,83,55,76,75,35,64,68,65,9,55,8,21,86,69,97,80,58,53,1,86,16,0,86,72,33,54,86,20,83,92,90,12,34,28,65,85
2091,48,83,38,51,86,91,13,19,56,11,66,30,17,31,69,11,41,63,9,38,12,26,97,92,74,36,85,9,38,54,93,27,6,24,53,12,55,97,47,20,91,90,36,30,91,33,99,91,51,15,90,31,62,23,77,11,63,25,16,13,65,64,42,19,100,63,86,62,37,96,99,13,9,72,90,72,58,69,90,62,34,37,8,42,6,72,55,42,19,98,63,64,32,63,8,53,13,54,56,26
2437,9,33,0,48,19,68,13,38,42,81,56,51,97,26,25,60,58,29,30,32,47,76,72,12,62,23,70,51,58,78,13,30,58,57,43,33,44,32,21,0,68,68,82,31,3,58,86,36,31,98,5,71,94,76,82,77,98,80,20,97,60,80,44,95,88,92,25,75,17,63,77,3,25,49,42,12,72,73,73,37,10,62,21,43,11,83,37,37,89,95,84,52,78,18,17,38,64,58,60,12
1988,19,31,84,31,45,82,50,23,57,90,82,63,29,59,38,62,88,32,65,7,17,20,65,89,0,95,68,56,57,20,53,13,47,1,97,5,26,72,63,18,11,9,1,100,5,10,24,63,1,68,96,95,12,86,26,20,4,95,100,40,47,44,80,14,18,41,19,94,65,18,83,10,95,17,100,32,4,39,86,77,30,71,34,1,95,36,26,30,90,48,86,91,96,4,4,85,59,8,28,81
2069,97,11,65,63,72,76,69,59,41,44,27,11,44,0,94,71,25,95,0,1,43,86,89,57,14,38,73,63,21,55,18,22,22,14,29,34,60,73,44,34,94,74,11,42,96,19,88,17,23,23,60,12,6,78,46,67,71,18,88,19,18,62,18,38,74,98,43,39,73,63,11,14,74,87,2,25,93,74,23,77,95,88,95,74,96,36,6,67,35,36,70,66,90,80,4,65,86,22,7,50
2294,48,24,31,76,21,85,100,56,92,41,36,14,75,72,1,49,26,24,19,31,54,9,21,23,46,81,44,73,57,84,18,23,34,8,73,59,20,10,73,68,93,97,21,45,0,71,32,53,47,88,25,59,73,95,79,76,94,95,92,75,96,40,81,58,59,34,63,8,26,82,10,68,52,22,20,69,51,46,39,92,34,41,59,77,89,68,96,12,66,99,62,6,57,27,90,37,71,49,97,42
2054,47,95,43,12,71,55,31,57,13,43,24,46,86,19,7,18,62,71,28,15,20,5,80,21,88,85,85,70,89,31,73,25,63,99,16,77,9,42,68,53,17,92,8,93,32,70,22,35,90,39,32,11,74,29,5,82,52,95,15,68,25,21,6,43,85,52,90,83,11,27,33,90,10,87,17,35,11,13,94,62,76,97,71,6,4,40,0,8,74,43,92,99,89,38,54,90,38,44,84,46
2260,78,33,45,52,8,13,45,61,56,31,17,10,18,79,29,62,93,46,5,31,88,86,54,98,71,81,24,9,63,85,47,55,10,83,27,16,73,14,94,37,23,41,1,69,48,45,99,13,100,98,58,19,96,62,23,38,55,88,97,55,16,8,13,49,96,99,14,21,31,4,66,46,48,64,37,16,56,88,7,96,31,86,13,100,30,95,83,60,94,27,78,29,94,68,39,60,85,18,49,28
1675,44,21,17,96,30,54,59,96,56,44,0,34,22,45,20,87,7,56,1,81,31,72,92,3,34,40,25,46,44,13,78,52,49,73,40,93,20,16,27,34,32,93,49,94,70,83,87,44,54,90,84,2,70,69,31,9,52,31,90,78,28,20,27,17,25,100,64,12,2,64,23,56,31,14,7,33,80,83,80,29,20,38,71,22,90,72,75,77,70,66,57,66,90,70,36,3,71,33,2,73
1887,6,36,51,94,82,80,77,44,75,87,16,0,39,78,70,74,48,35,85,17,47,1,38,100,75,45,41,53,50,23,65,12,44,63,44,88,93,72,80,58,47,94,58,81,6,91,78,22,100,84,21,21,32,93,38,66,45,68,59,74,6,55,67,38,74,65,42,23,44,10,50,98,11,96,84,76,1,29,42,40,70,62,41,94,27,11,64,66,85,78,25,11,36,78,29,78,88,12,22,48
1984,26,79,94,90,80,53,76,79,57,65,85,0,66,88,63,63,98,81,9,94,48,89,46,71,49,73,12,75,49,33,65,97,92,50,74,74,56,24,55,89,95,87,61,17,31,56,72,40,34,16,62,66,5,2,11,78,23,11,51,35,76,29,58,37,66,82,69,59,24,50,100,51,50,63,93,8,45,74,70,12,78,17,67,7,57,86,24,30,15,48,13,16,68,98,73,6,19,52,8,20
2117,36,64,22,94,62,48,66,84,23,72,31,11,11,68,100,31,26,46,44,46,20,61,68,71,72,28,71,23,95,89,40,41,9,71,97,45,59,48,49,59,59,11,14,75,37,52,10,15,69,32,50,77,89,15,10,6,39,38,74,81,18,1,67,25,62,35,88,71,62,13,51,11,83,21,50,71,78,6,42,88,62,75,65,74,60,93,76,5,80,93,8,49,52,91,25,77,33,94,5,97
2253,1,91,13,79,43,3,82,81,76,39,70,61,6,10,43,44,78,28,54,57,61,93,58,51,56,86,92,59,21,17,20,64,66,65,80,85,4,70,12,20,82,72,10,13,3,66,6,47,39,76,87,56,21,50,65,74,56,50,78,100,79,15,29,20,45,12,66,57,11,94,89,67,50,46,41,62,25,40,45,56,62,59,68,7,41,26,10,25,83,73,87,62,73,11,83,47,79,86,20,62
1772,94,68,56,62,17,12,58,52,3,16,62,74,41,59,75,19,50,37,46,94,89,65,3,26,58,12,69,89,35,32,90,48,1,55,45,59,22,85,82,72,44,17,91,37,49,99,84,66,34,23,26,29,94,51,17,3,53,70,57,89,18,42,6,22,5,36,35,67,5,91,41,73,72,34,93,62,11,63,7,43,33,48,60,3,4,26,77,29,58,11,42,0,15,34,83,82,65,58,53,100
1964,85,33,52,48,88,62,5,97,10,60,21,0,3,72,83,34,45,42,94,67,44,72,16,10,25,19,74,93,1,99,39,100,0,41,67,96,96,41,14,10,67,80,79,58,30,62,88,18,42,53,4,38,45,81,34,42,5,66,87,90,56,74,42,5,99,78,90,40,50,32,54,76,94,7,21,97,80,37,86,18,61,98,90,0,36,67,31,80,26,52,67,58,54,98,93,100,32,68,0,77
1838,28,44,60,47,100,99,74,39,31,80,90,16,37,66,100,37,8,96,43,76,51,53,58,82,22,34,3,6,62,55,98,70,3,35,6,0,64,44,64,93,30,1,43,38,57,15,3,31,64,71,67,69,25,12,42,46,71,37,33,91,28,62,60,79,0,54,91,28,52,39,22,93,14,22,53,91,71,84,69,26,14,26,13,68,60,39,66,79,27,89,33,75,24,45,59,36,27,80,56,22
2046,59,59,71,84,22,98,70,11,86,6,93,31,48,50,93,38,75,67,34,92,69,30,38,38,47,75,20,21,75,91,50,90,76,23,16,59,49,80,44,8,33,67,43,47,43,91,83,15,64,22,92,28,38,99,2,74,98,70,14,93,21,42,28,8,57,95,69,22,21,67,48,31,93,9,56,22,46,56,43,93,44,85,6,1,3,75,57,100,7,16,78,11,40,1,54,15,77,7,91,67
1803,31,71,9,31,30,78,44,25,42,32,58,81,86,72,61,91,96,17,87,41,58,22,63,5,24,7,81,63,19,97,93,94,83,70,28,30,3,84,19,87,69,86,91,40,52,63,70,52,48,76,26,72,64,100,24,84,88,28,37,64,2,22,16,0,21,80,82,41,26,48,46,5,96,91,84,8,31,10,61,54,5,16,78,91,48,98,62,51,62,47,15,74,61,83,36,18,64,22,40,74
2326,37,59,82,25,57,24,77,23,87,66,20,15,56,11,24,95,37,6,26,99,50,79,82,25,78,38,92,24,86,98,20,77,85,44,81,13,73,28,78,31,94,4,66,24,26,32,72,37,79,94,80,79,15,29,68,7,44,90,20,24,70,42,30,91,72,18,71,41,55,76,78,99,32,27,20,71,31,42,55,83,22,41,99,74,42,68,69,97,45,93,27,76,66,15,98,98,43,84,72,40
1934,86,79,29,47,53,83,18,27,4,46,23,18,55,23,84,12,91,11,22,89,71,9,94,27,67,25,65,76,39,4,87,30,48,11,87,76,45,62,45,50,95,43,75,30,51,39,67,53,32,63,92,7,32,49,34,65,58,53,74,42,10,44,74,93,37,53,39,81,27,16,92,99,69,76,61,94,17,11,1,14,74,43,34,31,72,71,76,12,75,29,70,52,51,62,53,54,82,20,62,10
1974,69,21,62,47,15,37,82,75,31,39,92,9,23,68,6,68,72,72,49,99,86,3,45,18,92,20,35,86,50,17,48,25,51,57,23,29,43,68,61,64,0,19,93,47,75,65,9,88,89,100,11,55,77,90,86,0,49,58,87,59,85,29,91,37,79,23,90,20,25,19,27,64,92,79,82,29,47,3,24,48,87,53,7,56,0,39,96,79,5,47,50,45,94,82,21,45,90,56,70,97
2252,0,84,34,10,18,74,0,89,16,17,8,83,99,18,96,15,73,10,35,98,11,77,99,68,49,83,18,39,96,10,15,38,83,100,47,40,20,30,40,26,28,30,41,31,3,60,59,39,35,12,53,82,96,26,89,83,98,47,51,90,20,34,15,43,16,38,91,100,16,64,14,6,38,8,37,78,33,20,1,63,4,36,21,43,2,53,63,4,30,97,38,11,11,94,32,23,83,72,21,90
2345,76,46,98,17,63,64,76,60,2,40,80,69,84,87,4,38,18,79,54,53,85,59,96,5,34,77,40,93,53,62,70,23,3,64,98,23,80,24,82,26,49,81,61,78,85,59,4,24,49,57,59,93,22,58,43,73,36,13,39,94,73,25,60,91,65,73,92,82,33,13,70,49,22,56,10,100,32,45,51,97,10,81,74,93,62,51,84,80,5,75,57,100,76,48,27,9,45,94,76,90
1920,59,62,56,60,80,17,4,64,50,85,40,60,41,52,16,89,18,16,2,69,86,57,35,6,38,96,2,88,22,78,1,91,15,76,88,42,58,27,0,45,24,17,39,46,51,85,19,29,55,60,82,9,52,4,90,54,36,5,99,95,59,70,84,50,7,29,30,13,2,34,21,34,57,55,4,82,36,31,9,65,61,51,13,22,9,13,25,44,34,88,20,35,76,89,42,47,11,6,65,29
2056,2,54,60,65,6,100,2,74,92,11,9,60,37,63,37,21,26,31,23,62,99,11,52,20,60,1,41,45,88,57,22,71,86,36,73,75,83,20,37,50,77,84,97,27,8,54,84,69,33,20,67,68,33,5,4,53,59,38,100,47,44,87,3,79,100,79,56,78,23,85,57,70,97,99,38,58,15,88,65,70,96,70,70,77,61,7,10,26,97,10,62,69,63,3,93,6,45,23,90,73
1703,52,31,88,20,37,59,100,11,45,91,15,84,64,9,88,86,39,99,56,37,88,30,3,62,88,24,40,7,63,8,84,63,71,54,59,27,6,84,1,11,72,58,5,1,15,16,69,49,16,69,57,38,36,89,29,26,47,44,50,10,71,15,45,43,91,2,64,12,10,98,6,37,27,66,82,26,67,89,73,6,0,89,20,92,91,64,95,31,82,9,70,44,81,13,2,64,58,58,37,32
1915,80,92,82,41,31,49,92,98,82,33,19,48,27,86,64,29,5,0,56,94,49,0,54,13,61,45,8,1,74,77,18,97,56,65,56,72,28,13,32,73,96,67,27,8,99,45,91,6,92,34,80,81,79,6,94,96,90,55,78,87,4,24,49,32,39,46,81,16,46,68,33,42,82,15,45,57,7,85,69,72,73,73,27,6,13,78,68,70,15,31,98,59,4,55,96,77,47,22,39,35
1871,27,55,89,22,3,18,21,1,38,62,70,2,20,27,30,6,0,71,34,14,53,10,46,64,21,98,48,91,9,60,67,53,68,21,89,47,53,70,67,50,70,59,11,24,14,95,0,52,41,46,40,24,69,76,10,5,78,5,70,67,57,94,35,31,1,0,37,69,58,45,41,9,6,67,85,39,20,22,37,59,68,37,83,67,92,32,27,2,84,52,90,66,25,64,67,38,96,90,87,80
1912,34,80,57,54,5,86,13,71,12,15,55,88,94,25,62,3,7,94,28,1,71,19,31,91,13,57,85,1,18,100,3,83,88,80,45,40,47,44,34,50,34,66,56,5,90,43,23,10,19,67,32,71,53,35,0,43,23,54,59,56,94,71,94,33,25,13,44,33,11,96,73,34,71,14,45,61,52,51,10,97,29,36,40,42,96,60,89,88,39,57,89,31,57,3,62,32,66,55,44,37
2057,67,74,51,28,68,39,42,16,5,63,31,88,11,29,71,4,71,24,38,97,76,11,65,21,16,24,78,84,42,46,33,89,44,44,36,85,66,65,46,89,73,19,76,49,30,58,16,5,79,66,23,40,3,7,93,43,8,93,30,100,78,33,93,40,86,94,89,93,24,61,60,76,14,27,23,6,61,8,94,51,10,43,71,36,39,79,45,72,31,23,90,75,19,60,37,82,9,35,90,72
2395,6,28,19,76,22,100,94,1,18,41,78,4,74,41,58,63,26,63,7,90,60,34,94,49,96,68,67,27,20,96,23,11,41,46,49,30,59,16,23,26,95,70,56,22,74,87,31,58,15,54,62,48,70,66,86,45,100,29,51,80,78,34,93,29,42,88,71,35,29,37,76,78,18,85,90,81,43,10,37,99,98,35,97,41,81,67,88,15,48,93,1,78,72,98,90,45,77,37,58,73
1858,13,99,54,48,46,21,51,59,79,20,44,74,76,85,94,94,18,13,46,38,37,52,11,7,17,66,28,65,60,39,64,96,95,49,56,38,81,8,51,92,40,58,9,76,34,85,81,14,0,97,26,64,5,41,91,19,54,77,44,77,13,69,31,78,85,78,32,100,72,38,60,27,96,51,18,67,62,86,51,13,73,48,3,2,100,58,26,79,80,30,54,38,45,75,52,82,52,13,45,83
2281,81,80,9,86,56,94,95,40,52,18,47,14,77,13,63,63,5,38,41,19,45,100,2,85,69,57,76,10,72,33,16,56,39,74,92,87,45,92,16,72,0,4,18,17,59,35,88,43,4,79,15,77,76,64,52,98,40,52,66,42,40,20,39,98,51,41,79,63,82,88,20,12,38,97,55,35,27,34,15,48,6,45,87,50,81,21,1,83,8,72,82,47,64,50,89,18,27,47,34,29
2078,55,61,80,81,56,15,16,22,3,100,30,96,71,83,83,72,71,25,21,66,53,27,5,19,100,42,81,56,68,54,1,95,5,82,27,1,43,42,1,62,70,76,38,57,38,76,23,62,89,36,99,49,29,46,98,78,52,3,68,17,61,12,1,9,99,81,75,98,78,15,49,16,23,66,30,49,93,54,11,38,27,44,14,16,35,55,57,34,94,33,98,29,97,84,82,82,98,8,54,61
2228,62,28,33,45,1,83,91,45,13,50,59,3,9,48,20,29,56,93,71,97,49,31,37,71,20,94,74,56,70,1,10,90,22,46,3,92,71,44,54,16,41,7,10,48,33,66,43,54,94,97,52,46,94,53,97,47,37,77,81,68,38,24,20,80,59,79,78,96,50,46,30,1,51,99,92,47,72,67,24,79,38,97,58,99,34,39,32,23,47,51,32,95,32,62,43,33,54,0,30,78
2381,86,71,44,3,38,95,15,46,68,23,96,4,63,54,17,54,39,42,8,86,50,44,94,96,78,90,25,73,61,3,78,26,80,58,89,51,37,97,33,29,71,70,84,65,28,42,74,54,13,50,53,22,13,97,75,87,86,91,80,84,42,7,80,30,9,79,35,84,23,76,32,67,87,60,86,47,80,16,8,9,75,36,58,73,20,41,27,96,37,43,94,16,23,37,23,50,67,97,73,0
2212,12,84,2,45,77,72,49,17,40,96,84,48,18,70,43,79,93,98,53,23,47,43,91,50,67,42,71,55,75,100,58,36,17,44,44,11,32,30,15,92,24,86,55,26,27,16,81,19,73,59,87,88,18,65,1,38,68,72,41,31,43,47,11,71,26,64,45,50,23,41,11,76,89,39,9,83,99,55,36,9,18,19,14,14,76,45,85,58,20,25,27,76,6,95,81,33,52,79,62,2
1933,89,23,24,31,84,24,28,94,68,32,58,67,51,40,53,27,86,100,87,96,7,80,93,100,22,31,70,28,78,17,68,39,8,17,76,21,33,23,68,66,11,76,74,96,2,78,53,88,55,70,70,8,98,11,58,74,34,69,58,21,53,55,3,48,71,33,66,19,8,24,96,57,58,9,28,79,80,40,39,69,0,60,25,25,38,65,73,65,68,63,68,6,46,81,52,41,76,59,47,2
1871,12,13,28,99,52,39,24,77,33,68,59,97,93,96,12,32,13,30,8,66,98,100,4,96,60,82,23,19,33,3,4,18,51,4,72,13,33,6,8,92,23,28,24,84,59,46,17,69,13,39,40,73,68,33,23,26,11,29,67,49,52,49,47,98,14,54,0,13,62,27,67,90,95,19,79,75,42,38,54,47,94,22,31,74,95,22,64,6,44,94,59,47,15,64,62,54,71,5,17,78
1723,15,3,65,87,85,92,73,59,83,35,83,64,36,44,93,51,40,63,58,0,68,31,12,56,36,8,69,63,6,80,53,25,53,55,95,20,2,87,63,74,76,33,86,94,4,63,75,25,21,39,59,63,95,54,31,89,19,16,38,0,30,18,87,62,4,100,4,58,20,18,35,17,80,41,4,73,79,74,12,59,51,44,71,42,42,14,100,75,63,6,7,69,64,58,43,99,91,36,65,61
1868,1,91,19,68,14,12,38,42,62,13,64,16,80,23,62,5,31,85,46,15,77,77,22,41,58,16,10,18,10,47,53,7,84,3,61,67,84,85,100,85,35,20,3,46,68,61,84,91,41,27,78,36,33,68,87,69,13,41,66,100,1,17,78,53,71,62,82,38,83,40,14,94,11,72,1,36,13,23,15,0,39,100,31,76,96,1,17,31,66,79,84,14,36,23,87,39,71,76,93,46
1874,87,55,38,63,24,81,52,39,81,9,37,25,28,34,16,14,20,80,18,20,37,84,87,33,87,13,49,26,25,46,5,67,54,13,21,63,10,30,78,28,99,98,61,63,49,0,86,12,46,14,5,16,32,72,5,61,41,11,43,100,99,23,43,49,8,23,0,92,85,92,76,17,22,96,71,68,86,34,42,98,81,6,48,36,67,35,57,17,28,51,58,89,52,1,92,26,80,85,72,38
1889,75,19,69,8,98,2,28,55,22,59,32,87,66,87,46,2,5,34,47,84,20,18,0,44,69,57,84,41,34,94,7,41,24,78,22,85,89,41,51,64,99,78,21,33,65,49,88,18,56,47,84,86,84,69,74,24,11,7,48,95,41,65,41,25,48,71,13,40,35,6,29,20,38,67,58,34,91,63,93,89,68,40,92,36,59,0,51,35,25,64,48,12,53,56,9,38,32,13,1,18
1874,52,7,29,86,14,20,59,92,48,23,61,29,15,66,62,33,27,38,55,44,27,60,90,33,6,8,86,63,39,35,5,77,48,11,87,29,90,24,94,62,71,74,54,81,65,4,8,67,40,19,52,1,99,50,80,77,18,63,44,15,50,39,88,46,13,60,73,17,8,87,49,69,49,38,32,15,14,72,5,17,58,35,69,32,19,92,27,40,87,66,54,91,77,5,93,20,12,63,98,21
1919,65,64,8,67,42,99,98,46,73,86,87,84,8,40,63,45,94,32,11,45,61,4,79,86,59,30,58,49,71,0,55,72,40,10,94,23,33,68,22,65,8,45,16,31,6,9,63,40,93,31,75,13,59,1,59,19,98,39,31,32,100,19,56,65,51,51,41,88,4,24,24,62,15,82,95,95,71,35,76,90,25,96,59,14,79,69,82,65,59,18,66,52,24,89,76,59,85,83,40,70
1640,89,72,50,55,90,84,5,48,18,76,60,98,75,29,43,76,1,19,89,52,76,22,36,57,2,83,34,0,10,30,4,30,53,38,68,56,36,66,3,68,60,39,42,7,60,9,85,53,7,94,48,3,44,45,24,48,49,49,84,42,92,24,94,4,94,8,37,54,69,28,16,30,26,97,36,78,41,96,67,95,28,17,95,33,89,79,45,82,65,74,53,88,97,39,91,25,74,9,10,37
1962,98,99,7,16,52,64,60,73,34,88,50,91,18,5,8,20,39,49,76,100,92,40,91,27,54,17,30,73,39,61,40,60,65,83,13,96,23,6,11,43,61,98,37,8,38,87,12,96,29,70,49,13,1,38,90,99,21,10,61,66,8,82,39,50,99,58,22,2,69,37,29,87,43,90,60,69,93,69,63,87,60,94,88,13,94,91,84,78,43,8,80,96,34,44,55,1,12,48,59,92
2141,25,16,43,41,61,97,47,15,12,97,34,43,76,4,89,68,3,13,76,38,100,24,69,46,26,7,87,33,82,67,56,93,92,33,58,25,35,42,9,21,97,26,47,59,1,48,53,33,54,0,63,26,97,55,7,72,72,11,52,34,24,80,31,63,75,53,9,85,85,65,24,42,34,88,37,91,68,13,59,70,90,41,16,28,8,44,37,75,74,18,57,31,51,85,87,66,66,95,8,57
